COUNTER|NAME|RATING|ADDRESS|PHONE|BUDGET|CUISINE
767|La Collina Restaurant|3.5 star rating|355 El Camino RealMillbrae, CA 94030|(650) 652-9655|$$|Italian
768|Amami Sushi|3.5 star rating|1789 El Camino RealSan Bruno, CA 94066|(650) 872-2218|$$|"Japanese,
                    Sushi Bars"
769|Sankaku|3.0 star rating|780 S Airport BlvdSouth San Francisco, CA 94128||$$|"Japanese,
                    Fast Food"
770|Shiki Bistro|3.5 star rating|825 Laurel StSan Carlos, CA 94070|(650) 593-2275|$$|"Japanese,
                    Sushi Bars"
771|Klein’s Deli|3.0 star rating|San Francisco International AirportSan Francisco, CA 94128|(650) 821-9175|$|"Coffee & Tea,
                    Delis"
771|Wingstop||1135 Industrial RdSan Carlos, CA 94070|(650) 592-9464|$$|"Fast Food,
                    Chicken Wings"
772|O’ Sole Mio Restaurant|3.5 star rating|352 BroadwayMillbrae, CA 94030|(650) 692-7905|$$|"Pizza,
                    Italian"
773|Broadway Deli|2.0 star rating|1431 BroadwayBurlingame, CA 94010|(650) 343-2076|$|"Delis,
                    Sandwiches"
774|Sankaku|3.0 star rating|780 S Airport BlvdSouth San Francisco, CA 94128||$$|"Japanese,
                    Fast Food"
775|Cremelin|4.5 star rating|2650 Broadway StRedwood City, CA 94063|(650) 274-2574|$|"Bakeries,
                    Russian"
776|Chipotle Mexican Grill|2.5 star rating|135 S El Camino RealMillbrae, CA 94030|(650) 259-9301|$|"Fast Food,
                    Mexican"
777|Korean Bar-B-Que|3.5 star rating|1610 El Camino RealSan Bruno, CA 94066|(650) 583-0702|$$|"Korean,
                    Buffets"
778|Sanchos Taqueria|3.5 star rating|1457 El Camino RealSan Carlos, CA 94070|(650) 591-8226|$|Mexican
779|Crouching Tiger Restaurant & Bar|3.5 star rating|2640 Broadway StRedwood City, CA 94063|(650) 298-8881|$$|Chinese
780|Klein’s Deli|3.0 star rating|San Francisco International AirportSan Francisco, CA 94128|(650) 821-9175|$|"Coffee & Tea,
                    Delis"
781|China Express||921 E Hillsdale BlvdFoster City, CA 94404|(650) 377-0514||Chinese
781|Wingstop||1135 Industrial RdSan Carlos, CA 94070|(650) 592-9464|$$|"Chicken Wings,
                    Fast Food"
782|Baracuda Sushi|2.5 star rating|347 Primrose RdBurlingame, CA 94010|(650) 548-0300|$$|"Sushi Bars,
                    Japanese"
783|Sanchos Taqueria|3.5 star rating|1457 El Camino RealSan Carlos, CA 94070|(650) 591-8226|$|Mexican
784|Cyclismo Cafe|4.5 star rating|871 Middlefield RdRedwood City, CA 94063|(650) 362-3970|$$|"Cafes,
                    Coffee & Tea,
                    Internet Cafes"
785|Legends of San Francisco|2.5 star rating|San Francisco International AirportSan Francisco, CA 94128|(650) 821-0553|$$|"Sandwiches,
                    Soup,
                    American (Traditional)"
786|O’ Sole Mio Restaurant|3.5 star rating|352 BroadwayMillbrae, CA 94030|(650) 692-7905|$$|"Pizza,
                    Italian"
787|China Express||921 E Hillsdale BlvdFoster City, CA 94404|(650) 377-0514||Chinese
788|The Wine Project|4.5 star rating|663 Laurel StSan Carlos, CA 94070|(650) 453-3388|$$|"Wine Bars,
                    Comfort Food,
                    Tapas/Small Plates"
789|The Little Whale Seafood Restaurant|3.5 star rating|716 Magnolia AveMillbrae, CA 94030|(650) 697-4004|$$|Seafood
790|Cariblue Restaurant|5.0 star rating|1660 Broadway StRedwood City, CA 94063|(650) 315-1262|$|"Caribbean,
                    Mexican"
791|Naked Fish Millbrae|3.0 star rating|979 BroadwayMillbrae, CA 94030|(650) 692-6288|$$|"Japanese,
                    Sushi Bars"
791|Wingstop||1135 Industrial RdSan Carlos, CA 94070|(650) 592-9464|$$|"Fast Food,
                    Chicken Wings"
792|The Little Whale Seafood Restaurant|3.5 star rating|716 Magnolia AveMillbrae, CA 94030|(650) 697-4004|$$|Seafood
793|Naked Fish Millbrae|3.0 star rating|979 BroadwayMillbrae, CA 94030|(650) 692-6288|$$|"Japanese,
                    Sushi Bars"
794|The Wine Project|4.5 star rating|663 Laurel StSan Carlos, CA 94070|(650) 453-3388|$$|"Wine Bars,
                    Comfort Food,
                    Tapas/Small Plates"
795|Le Boulanger|2.5 star rating|622 Laurel StSan Carlos, CA 94070|(650) 802-8810|$$|"Bakeries,
                    Sandwiches"
796|Cariblue Restaurant|5.0 star rating|1660 Broadway StRedwood City, CA 94063|(650) 315-1262|$|"Caribbean,
                    Mexican"
797|Mariscos El Pariente|4.5 star rating|160 El Camino RealSan Bruno, CA 94066|(415) 233-5175|$|"Food Stands,
                    Mexican"
798|Green Leaf Asian Bistro & Cafe|4.0 star rating|865 Middlefield RdRedwood City, CA 94063|(650) 369-5323|$|"Asian Fusion,
                    Vietnamese,
                    Comfort Food"
799|Subway|2.5 star rating|1602 El Camino RealBelmont, CA 94002|(650) 591-4536|$|"Sandwiches,
                    Fast Food"
800|Stacks|3.5 star rating|314 El Camino RealRedwood City, CA 94062|(650) 482-2850|$$|"Breakfast & Brunch,
                    American (Traditional)"
801|Fish’s Wild Fish Grill & More|4.0 star rating|855 Middlefield RdRedwood City, CA 94063|(650) 780-9388|$$|Seafood
801|Wingstop||1135 Industrial RdSan Carlos, CA 94070|(650) 592-9464|$$|"Fast Food,
                    Chicken Wings"
802|Stacks|3.5 star rating|314 El Camino RealRedwood City, CA 94062|(650) 482-2850|$$|"Breakfast & Brunch,
                    American (Traditional)"
803|Perry’s|2.5 star rating|780 S Airport BlvdSan Francisco, CA 94128|(650) 821-1037|$$|"American (Traditional),
                    Bars"
804|Ozuma Restaurant|3.0 star rating|894 Laurel StSan Carlos, CA 94070|(650) 637-9793|$$|Japanese
805|Pho 88|4.0 star rating|711 El Camino RealRedwood City, CA 94063|(650) 216-9988|$$|"Vietnamese,
                    Chinese,
                    Seafood"
806|Union Street Gastropub|3.0 star rating|Domestic Terminals Departures LevelSan Francisco, CA 94128||$$|Gastropubs
807|Amoura Cafe|3.0 star rating|San Francisco International AirportSan Francisco, CA 94128|(650) 821-0320|$$|"Sandwiches,
                    Turkish"
808|Ike’s Lair of Redwood City|4.0 star rating|2655 Broadway StRedwood City, CA 94063|(650) 365-2200|$|"Sandwiches,
                    Vegetarian,
                    Delis"
809|Papa Murphy’s Take N Bake Pizza|4.5 star rating|1395 El Camino RealMillbrae, CA 94030|(650) 827-0200|$$|Pizza
810|BBQ Time|3.0 star rating|1236 BroadwayBurlingame, CA 94010|||Mexican
811|Martins West Gastropub|4.0 star rating|831 Main StRedwood City, CA 94063|(650) 366-4366|$$|"Pubs,
                    Gastropubs,
                    Scottish"
